Attrition,pix1,Age,BusinessTravel,Department,pix2,DistanceFromHome,Education,EducationField,EmployeeNumber,pix3,EnvironmentSatisfaction,Gender,JobInvolvement,pix4,JobLevel,JobRole,JobSatisfaction,MaritalStatus,pix5,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,pix6,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,pix7,TrainingTimesLastYear,WorkLifeBalance,pix8,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,0,42,1,0,0,2,4,0,659,0,3,1,3,0,2,4,4,2,0,4089,1,0,13,0,3,2,2,10,0,4,3,0,10,2,2,2
0,0,27,1,0,0,2,1,1,7,0,1,0,3,0,1,1,2,2,0,3468,9,0,12,0,3,4,1,6,0,3,3,0,2,2,2,2
0,0,38,1,1,0,16,3,0,1583,0,2,1,3,0,2,2,2,1,0,4198,2,0,12,0,3,2,0,8,0,5,4,0,3,2,1,2
0,0,59,1,0,0,3,3,0,309,0,3,0,2,0,1,3,4,2,0,2177,3,0,17,0,3,1,1,7,0,6,3,0,1,0,0,0
0,0,40,1,1,0,7,4,1,1740,0,2,0,3,0,5,7,2,1,0,19833,1,0,14,0,3,2,0,21,0,3,2,0,21,8,12,8
0,0,50,0,1,0,1,3,0,1040,0,4,1,3,0,2,2,3,2,0,6347,0,0,12,0,3,1,1,19,0,3,3,0,18,7,0,13
0,0,35,1,1,0,18,3,1,975,0,3,1,3,0,2,2,3,2,0,4601,1,0,16,0,3,2,0,5,0,3,3,0,5,2,1,0
1,0,47,2,1,0,27,2,0,785,0,2,1,4,0,2,2,3,1,0,6397,4,1,12,0,3,4,0,8,0,2,3,0,5,4,1,3
1,0,31,2,0,0,3,3,0,1537,0,4,1,3,0,1,3,3,1,0,4084,1,0,12,0,3,1,0,7,0,2,1,0,7,2,7,7
0,0,29,1,0,0,27,3,1,793,0,2,1,3,0,2,4,3,2,0,4335,4,0,12,0,3,1,1,11,0,3,2,0,8,7,1,1
0,0,32,1,0,0,5,4,4,1607,0,2,1,4,0,1,3,4,2,0,3312,3,0,17,0,3,4,2,6,0,3,3,0,3,2,0,2
0,0,60,1,1,0,16,4,3,732,0,1,0,3,0,2,2,1,1,0,5405,8,0,14,0,3,4,0,10,0,1,3,0,2,2,2,2
1,0,28,0,0,0,24,2,2,1082,0,2,0,2,0,3,4,1,1,0,8722,1,0,12,0,3,1,0,10,0,2,2,0,10,7,1,9
0,0,56,1,1,0,11,5,3,1935,0,4,1,2,0,2,2,1,2,0,5380,4,0,16,0,3,3,1,6,0,3,3,0,0,0,0,0
0,0,45,2,0,0,7,3,0,425,0,1,0,3,0,3,1,1,0,0,5210,1,0,18,0,3,1,1,24,0,2,3,0,24,9,9,11
1,0,26,1,0,0,25,3,0,55,0,1,0,1,0,1,1,3,1,0,2293,1,0,12,0,3,3,0,1,0,2,2,0,1,0,0,1
0,0,41,1,0,0,5,5,1,1448,0,2,0,4,0,1,3,3,2,0,2127,2,1,12,0,3,1,0,7,0,5,2,0,4,2,0,3
0,0,29,1,0,0,28,4,1,2054,0,4,1,2,0,1,3,1,1,0,3785,1,0,14,0,3,2,0,5,0,3,1,0,5,4,0,4
0,0,34,1,0,0,19,3,0,1701,0,2,1,2,0,1,3,4,2,0,2929,1,0,12,0,3,2,0,10,0,3,3,0,10,9,8,7
0,0,46,1,1,0,1,2,3,244,0,2,1,3,0,3,2,1,0,0,10453,1,0,25,0,4,3,3,24,0,2,3,0,24,13,15,7
0,0,40,1,0,0,2,3,1,1474,0,3,0,3,0,1,3,3,0,0,2345,2,0,14,0,3,3,1,8,0,3,4,0,3,1,1,2
0,0,33,2,1,0,7,3,1,1477,0,4,0,3,0,2,2,1,2,0,4373,0,0,14,0,3,1,2,5,0,2,3,0,4,3,0,3
0,0,23,1,0,0,26,1,0,465,0,3,0,3,0,1,3,4,0,0,2904,1,0,12,0,3,3,2,4,0,2,2,0,4,2,0,2
0,0,33,1,0,0,21,3,1,1698,0,2,0,4,0,1,1,2,2,0,2028,1,0,18,0,3,4,3,14,0,6,3,0,14,11,2,13
0,0,34,2,0,0,1,3,1,1184,0,4,0,2,0,2,4,1,1,0,5343,0,0,20,0,4,3,0,14,0,3,3,0,13,9,4,9
0,0,40,2,0,0,9,4,1,964,0,4,0,3,0,1,3,2,0,0,3617,8,1,14,0,3,4,1,3,0,2,3,0,1,1,0,0
1,0,25,1,0,0,3,3,1,538,0,1,0,3,0,1,1,1,2,0,4031,5,0,13,0,3,3,1,6,0,5,3,0,2,2,0,2
0,0,36,1,1,0,17,2,3,1908,0,3,0,2,0,2,2,2,2,0,5507,2,0,16,0,3,3,2,12,0,1,1,0,4,2,1,3
0,0,25,1,0,0,7,1,1,143,0,4,0,2,0,1,3,4,2,0,2889,1,0,11,0,3,3,2,2,0,2,3,0,2,2,2,1
1,0,49,2,0,0,28,2,0,1420,0,1,0,2,0,2,1,1,1,0,4284,3,0,20,0,4,1,0,20,0,2,3,0,4,3,1,3
0,0,36,1,0,0,7,3,0,1659,0,1,0,3,0,1,1,2,1,0,2013,2,0,11,0,3,3,0,15,0,4,3,0,4,3,1,3
0,0,38,1,1,0,14,3,0,1582,0,3,0,3,0,2,2,2,2,0,9924,0,0,11,0,3,4,1,10,0,3,3,0,9,8,7,7
1,0,26,0,1,0,29,2,1,1037,0,2,0,1,0,2,2,1,1,0,4969,8,0,18,0,3,4,0,7,0,6,3,0,2,2,2,2
0,0,37,1,0,0,19,3,0,1631,0,3,0,3,0,2,0,3,2,0,5768,3,0,17,0,3,1,3,9,0,2,2,0,4,3,0,2
0,0,42,2,0,0,9,2,1,1480,0,1,1,3,0,1,1,4,1,0,3673,1,0,13,0,3,3,0,12,0,3,3,0,12,9,5,8
0,0,37,1,0,0,10,1,0,802,0,4,1,3,0,1,3,1,0,0,2782,0,1,13,0,3,2,2,6,0,3,2,0,5,3,4,3
1,0,30,2,2,0,8,3,2,1747,0,3,1,2,0,1,2,4,0,0,2180,6,0,11,0,3,3,1,6,0,0,2,0,4,2,1,2
0,0,32,1,0,0,5,4,0,1966,0,4,0,2,0,2,0,4,1,0,9679,8,0,24,0,4,2,0,8,0,1,3,0,1,0,0,0
0,0,23,1,0,0,1,2,0,1270,0,4,0,3,0,1,3,3,2,0,1223,1,0,22,0,4,4,1,1,0,2,3,0,1,0,0,1
0,0,31,1,0,0,5,4,2,423,0,3,0,3,0,1,3,4,2,0,4821,0,1,12,0,3,3,1,6,0,4,3,0,5,2,0,3
0,0,42,1,0,0,2,3,1,351,0,4,1,2,0,1,1,1,0,0,2593,0,1,11,0,3,3,1,10,0,4,3,0,9,6,7,8
0,0,40,0,0,0,8,2,0,1552,0,4,0,3,0,2,4,4,0,0,4069,3,1,18,0,3,3,0,8,0,2,3,0,2,2,2,2
0,0,44,1,0,0,2,1,0,1246,0,1,1,4,0,1,3,4,2,0,2011,1,0,13,0,3,4,1,10,0,5,3,0,10,5,7,7
0,0,49,2,1,0,2,3,1,2065,0,4,0,2,0,2,2,2,2,0,5390,2,0,14,0,3,4,0,17,0,3,2,0,9,6,0,8
0,0,29,1,1,0,20,2,3,349,0,4,0,3,0,2,2,4,0,0,6931,2,0,14,0,3,4,1,10,0,2,3,0,3,2,0,2
0,0,35,1,0,0,22,3,0,381,0,2,1,4,0,3,7,2,0,0,11996,7,0,18,0,3,2,1,10,0,6,2,0,7,7,6,2
0,0,26,1,0,0,23,3,0,560,0,1,1,3,0,1,3,4,0,0,2886,1,0,22,0,4,2,2,3,0,3,1,0,3,2,0,2
0,0,29,2,0,0,1,3,0,1753,0,4,0,4,0,2,4,3,1,0,6294,8,1,12,0,3,4,0,10,0,5,4,0,3,2,0,2
0,0,30,1,0,0,17,4,1,1321,0,2,1,3,0,3,7,1,2,0,11916,1,1,23,0,4,4,2,9,0,2,3,0,9,1,0,8
0,0,31,1,2,0,2,3,2,424,0,1,0,2,0,2,2,1,2,0,6410,3,0,12,0,3,4,0,9,0,1,3,0,2,2,1,0
0,0,33,1,2,0,3,2,2,910,0,4,0,3,0,1,2,2,0,0,2277,3,1,11,0,3,3,1,7,0,4,4,0,4,3,0,3
0,0,42,1,0,0,23,5,0,468,0,1,1,3,0,4,6,4,1,0,15992,2,0,14,0,3,2,0,16,0,2,3,0,1,0,0,0
0,0,35,2,0,0,18,2,0,1412,0,3,0,3,0,3,0,4,1,0,9362,2,0,11,0,3,3,0,10,0,2,3,0,2,2,2,2
1,0,38,1,0,0,2,3,1,1573,0,3,0,3,0,2,0,2,2,0,4855,4,0,11,0,3,1,2,7,0,2,3,0,5,2,1,4
0,0,50,2,0,0,20,5,1,1606,0,2,0,3,0,4,4,3,2,0,11245,2,1,15,0,3,3,1,32,0,3,3,0,30,8,12,13
0,0,35,1,0,0,23,4,1,75,0,3,1,3,0,1,1,1,2,0,4014,3,1,15,0,3,3,1,4,0,3,3,0,2,2,2,2
0,0,38,1,1,0,2,4,3,1835,0,2,1,1,0,2,5,4,2,0,5405,2,1,20,0,4,1,2,20,0,4,2,0,4,2,0,3
0,0,37,1,1,0,16,4,3,868,0,4,0,2,0,2,2,3,0,0,6334,4,0,19,0,3,4,2,9,0,2,3,0,1,0,0,0
1,0,22,1,0,0,7,1,0,1878,0,4,0,3,0,1,3,2,1,0,2472,1,1,23,0,4,1,0,1,0,2,3,0,1,0,0,0
0,0,31,1,1,0,6,4,1,653,0,1,0,4,0,2,2,4,0,0,5460,4,0,22,0,4,4,2,13,0,4,4,0,7,7,5,7
0,0,40,1,0,0,2,2,0,1802,0,3,1,3,0,1,1,1,2,0,3377,4,0,17,0,3,4,1,7,0,5,2,0,4,3,0,2
0,0,24,1,0,0,18,1,0,150,0,2,0,3,0,1,1,3,2,0,2774,0,0,12,0,3,3,1,6,0,2,3,0,5,3,1,2
0,0,32,1,0,0,2,3,2,2038,0,4,0,3,0,1,3,1,1,0,2439,1,0,14,0,3,4,0,4,0,4,3,0,4,2,1,2
0,0,33,1,1,0,8,4,0,1560,0,1,0,3,0,2,2,1,2,0,6392,2,0,13,0,3,4,1,8,0,6,1,0,2,2,2,2
0,0,60,1,1,0,7,4,3,1233,0,2,0,4,0,2,2,4,0,0,5220,0,1,18,0,3,2,1,12,0,3,3,0,11,7,1,9
0,0,37,0,0,0,25,5,1,529,0,2,1,3,0,2,3,3,2,0,4449,3,1,15,0,3,1,2,15,0,2,3,0,13,11,10,7
0,0,42,1,0,0,2,4,0,659,0,3,1,3,0,2,4,4,2,0,4089,1,0,13,0,3,2,2,10,0,4,3,0,10,2,2,2
0,0,27,1,0,0,2,1,1,7,0,1,0,3,0,1,1,2,2,0,3468,9,0,12,0,3,4,1,6,0,3,3,0,2,2,2,2
0,0,38,1,1,0,16,3,0,1583,0,2,1,3,0,2,2,2,1,0,4198,2,0,12,0,3,2,0,8,0,5,4,0,3,2,1,2
0,0,59,1,0,0,3,3,0,309,0,3,0,2,0,1,3,4,2,0,2177,3,0,17,0,3,1,1,7,0,6,3,0,1,0,0,0
0,0,40,1,1,0,7,4,1,1740,0,2,0,3,0,5,7,2,1,0,19833,1,0,14,0,3,2,0,21,0,3,2,0,21,8,12,8
0,0,50,0,1,0,1,3,0,1040,0,4,1,3,0,2,2,3,2,0,6347,0,0,12,0,3,1,1,19,0,3,3,0,18,7,0,13
0,0,35,1,1,0,18,3,1,975,0,3,1,3,0,2,2,3,2,0,4601,1,0,16,0,3,2,0,5,0,3,3,0,5,2,1,0
1,0,47,2,1,0,27,2,0,785,0,2,1,4,0,2,2,3,1,0,6397,4,1,12,0,3,4,0,8,0,2,3,0,5,4,1,3
1,0,31,2,0,0,3,3,0,1537,0,4,1,3,0,1,3,3,1,0,4084,1,0,12,0,3,1,0,7,0,2,1,0,7,2,7,7
0,0,29,1,0,0,27,3,1,793,0,2,1,3,0,2,4,3,2,0,4335,4,0,12,0,3,1,1,11,0,3,2,0,8,7,1,1
0,0,32,1,0,0,5,4,4,1607,0,2,1,4,0,1,3,4,2,0,3312,3,0,17,0,3,4,2,6,0,3,3,0,3,2,0,2
0,0,60,1,1,0,16,4,3,732,0,1,0,3,0,2,2,1,1,0,5405,8,0,14,0,3,4,0,10,0,1,3,0,2,2,2,2
1,0,28,0,0,0,24,2,2,1082,0,2,0,2,0,3,4,1,1,0,8722,1,0,12,0,3,1,0,10,0,2,2,0,10,7,1,9
0,0,56,1,1,0,11,5,3,1935,0,4,1,2,0,2,2,1,2,0,5380,4,0,16,0,3,3,1,6,0,3,3,0,0,0,0,0
0,0,45,2,0,0,7,3,0,425,0,1,0,3,0,3,1,1,0,0,5210,1,0,18,0,3,1,1,24,0,2,3,0,24,9,9,11
1,0,26,1,0,0,25,3,0,55,0,1,0,1,0,1,1,3,1,0,2293,1,0,12,0,3,3,0,1,0,2,2,0,1,0,0,1
0,0,41,1,0,0,5,5,1,1448,0,2,0,4,0,1,3,3,2,0,2127,2,1,12,0,3,1,0,7,0,5,2,0,4,2,0,3
0,0,29,1,0,0,28,4,1,2054,0,4,1,2,0,1,3,1,1,0,3785,1,0,14,0,3,2,0,5,0,3,1,0,5,4,0,4
0,0,34,1,0,0,19,3,0,1701,0,2,1,2,0,1,3,4,2,0,2929,1,0,12,0,3,2,0,10,0,3,3,0,10,9,8,7
0,0,46,1,1,0,1,2,3,244,0,2,1,3,0,3,2,1,0,0,10453,1,0,25,0,4,3,3,24,0,2,3,0,24,13,15,7
0,0,40,1,0,0,2,3,1,1474,0,3,0,3,0,1,3,3,0,0,2345,2,0,14,0,3,3,1,8,0,3,4,0,3,1,1,2
0,0,33,2,1,0,7,3,1,1477,0,4,0,3,0,2,2,1,2,0,4373,0,0,14,0,3,1,2,5,0,2,3,0,4,3,0,3
0,0,23,1,0,0,26,1,0,465,0,3,0,3,0,1,3,4,0,0,2904,1,0,12,0,3,3,2,4,0,2,2,0,4,2,0,2
0,0,33,1,0,0,21,3,1,1698,0,2,0,4,0,1,1,2,2,0,2028,1,0,18,0,3,4,3,14,0,6,3,0,14,11,2,13
0,0,34,2,0,0,1,3,1,1184,0,4,0,2,0,2,4,1,1,0,5343,0,0,20,0,4,3,0,14,0,3,3,0,13,9,4,9
0,0,40,2,0,0,9,4,1,964,0,4,0,3,0,1,3,2,0,0,3617,8,1,14,0,3,4,1,3,0,2,3,0,1,1,0,0
1,0,25,1,0,0,3,3,1,538,0,1,0,3,0,1,1,1,2,0,4031,5,0,13,0,3,3,1,6,0,5,3,0,2,2,0,2
0,0,36,1,1,0,17,2,3,1908,0,3,0,2,0,2,2,2,2,0,5507,2,0,16,0,3,3,2,12,0,1,1,0,4,2,1,3
0,0,25,1,0,0,7,1,1,143,0,4,0,2,0,1,3,4,2,0,2889,1,0,11,0,3,3,2,2,0,2,3,0,2,2,2,1
1,0,49,2,0,0,28,2,0,1420,0,1,0,2,0,2,1,1,1,0,4284,3,0,20,0,4,1,0,20,0,2,3,0,4,3,1,3
0,0,36,1,0,0,7,3,0,1659,0,1,0,3,0,1,1,2,1,0,2013,2,0,11,0,3,3,0,15,0,4,3,0,4,3,1,3
0,0,38,1,1,0,14,3,0,1582,0,3,0,3,0,2,2,2,2,0,9924,0,0,11,0,3,4,1,10,0,3,3,0,9,8,7,7
1,0,26,0,1,0,29,2,1,1037,0,2,0,1,0,2,2,1,1,0,4969,8,0,18,0,3,4,0,7,0,6,3,0,2,2,2,2
0,0,37,1,0,0,19,3,0,1631,0,3,0,3,0,2,0,3,2,0,5768,3,0,17,0,3,1,3,9,0,2,2,0,4,3,0,2
0,0,42,2,0,0,9,2,1,1480,0,1,1,3,0,1,1,4,1,0,3673,1,0,13,0,3,3,0,12,0,3,3,0,12,9,5,8
0,0,37,1,0,0,10,1,0,802,0,4,1,3,0,1,3,1,0,0,2782,0,1,13,0,3,2,2,6,0,3,2,0,5,3,4,3
1,0,30,2,2,0,8,3,2,1747,0,3,1,2,0,1,2,4,0,0,2180,6,0,11,0,3,3,1,6,0,0,2,0,4,2,1,2
0,0,32,1,0,0,5,4,0,1966,0,4,0,2,0,2,0,4,1,0,9679,8,0,24,0,4,2,0,8,0,1,3,0,1,0,0,0
0,0,23,1,0,0,1,2,0,1270,0,4,0,3,0,1,3,3,2,0,1223,1,0,22,0,4,4,1,1,0,2,3,0,1,0,0,1
0,0,31,1,0,0,5,4,2,423,0,3,0,3,0,1,3,4,2,0,4821,0,1,12,0,3,3,1,6,0,4,3,0,5,2,0,3
0,0,42,1,0,0,2,3,1,351,0,4,1,2,0,1,1,1,0,0,2593,0,1,11,0,3,3,1,10,0,4,3,0,9,6,7,8
0,0,40,0,0,0,8,2,0,1552,0,4,0,3,0,2,4,4,0,0,4069,3,1,18,0,3,3,0,8,0,2,3,0,2,2,2,2
0,0,44,1,0,0,2,1,0,1246,0,1,1,4,0,1,3,4,2,0,2011,1,0,13,0,3,4,1,10,0,5,3,0,10,5,7,7
0,0,49,2,1,0,2,3,1,2065,0,4,0,2,0,2,2,2,2,0,5390,2,0,14,0,3,4,0,17,0,3,2,0,9,6,0,8
0,0,29,1,1,0,20,2,3,349,0,4,0,3,0,2,2,4,0,0,6931,2,0,14,0,3,4,1,10,0,2,3,0,3,2,0,2
0,0,35,1,0,0,22,3,0,381,0,2,1,4,0,3,7,2,0,0,11996,7,0,18,0,3,2,1,10,0,6,2,0,7,7,6,2
0,0,26,1,0,0,23,3,0,560,0,1,1,3,0,1,3,4,0,0,2886,1,0,22,0,4,2,2,3,0,3,1,0,3,2,0,2
0,0,29,2,0,0,1,3,0,1753,0,4,0,4,0,2,4,3,1,0,6294,8,1,12,0,3,4,0,10,0,5,4,0,3,2,0,2
0,0,30,1,0,0,17,4,1,1321,0,2,1,3,0,3,7,1,2,0,11916,1,1,23,0,4,4,2,9,0,2,3,0,9,1,0,8
0,0,31,1,2,0,2,3,2,424,0,1,0,2,0,2,2,1,2,0,6410,3,0,12,0,3,4,0,9,0,1,3,0,2,2,1,0
0,0,33,1,2,0,3,2,2,910,0,4,0,3,0,1,2,2,0,0,2277,3,1,11,0,3,3,1,7,0,4,4,0,4,3,0,3
0,0,42,1,0,0,23,5,0,468,0,1,1,3,0,4,6,4,1,0,15992,2,0,14,0,3,2,0,16,0,2,3,0,1,0,0,0
0,0,35,2,0,0,18,2,0,1412,0,3,0,3,0,3,0,4,1,0,9362,2,0,11,0,3,3,0,10,0,2,3,0,2,2,2,2
1,0,38,1,0,0,2,3,1,1573,0,3,0,3,0,2,0,2,2,0,4855,4,0,11,0,3,1,2,7,0,2,3,0,5,2,1,4
0,0,50,2,0,0,20,5,1,1606,0,2,0,3,0,4,4,3,2,0,11245,2,1,15,0,3,3,1,32,0,3,3,0,30,8,12,13
0,0,35,1,0,0,23,4,1,75,0,3,1,3,0,1,1,1,2,0,4014,3,1,15,0,3,3,1,4,0,3,3,0,2,2,2,2
0,0,38,1,1,0,2,4,3,1835,0,2,1,1,0,2,5,4,2,0,5405,2,1,20,0,4,1,2,20,0,4,2,0,4,2,0,3
0,0,37,1,1,0,16,4,3,868,0,4,0,2,0,2,2,3,0,0,6334,4,0,19,0,3,4,2,9,0,2,3,0,1,0,0,0
1,0,26,2,0,0,2,3,0,1053,0,1,0,3,0,1,3,1,2,0,2042,6,1,14,0,3,2,1,6,0,2,3,0,3,2,1,2
